                               No. of Molecules =    12800
                      No. of Atoms per Molecule =        1
                                      Time Step =          1.0000
                                No. of MD Steps =      600
                            Desired Temperature =         85.0000
                                     Box Length =         84.8420
                          LJ Params: eps, sigma =          0.2381         3.4050
                                         Cutoff =         10.0000
                                           Mass =         39.9480

Temperature is set to       85.000
Step           PE              KE              TE
       269        -17587.82806        6143.63224      -11444.19583
       270        -17587.82806        6165.12319      -11422.70487
       271        -17587.82806        6186.69346      -11401.13460
       272        -17587.82806        6208.34305      -11379.48502
       273        -17587.82806        6230.07195      -11357.75612
       274        -17587.82806        6251.88016      -11335.94790
       275        -17587.82806        6273.76769      -11314.06037
       276        -17587.82806        6295.73454      -11292.09353
       277        -17587.82806        6317.78069      -11270.04737
       278        -17587.82806        6339.90617      -11247.92190
       279        -17587.82806        6362.11096      -11225.71711
       280        -17587.82806        6384.39506      -11203.43300
       281        -17587.82806        6406.75848      -11181.06958
       282        -17587.82806        6429.20121      -11158.62685
       283        -17587.82806        6451.72326      -11136.10480
       284        -17587.82806        6474.32463      -11113.50344
       285        -17587.82806        6497.00530      -11090.82276
       286        -17587.82806        6519.76530      -11068.06277
       287        -17587.82806        6542.60461      -11045.22346
       288        -17587.82806        6565.52323      -11022.30484
       289        -17587.82806        6588.52117      -10999.30690
       290        -17587.82806        6611.59842      -10976.22965
       291        -17587.82806        6634.75499      -10953.07308
       292        -17587.82806        6657.99087      -10929.83720
       293        -17587.82806        6681.30607      -10906.52200
       294        -17587.82806        6704.70058      -10883.12749
       295        -17587.82806        6728.17440      -10859.65366
       296        -17587.82806        6751.72755      -10836.10052
       297        -17587.82806        6775.36000      -10812.46806
       298        -17587.82806        6799.07177      -10788.75629
       299        -17587.82806        6822.86286      -10764.96520
       300        -17587.82806        6846.73326      -10741.09480
       301        -17587.82806        6870.68298      -10717.14509
       302        -17587.82806        6894.71201      -10693.11605
       303        -17587.82806        6918.82036      -10669.00771
       304        -17587.82806        6943.00802      -10644.82005
       305        -17587.82806        6967.27499      -10620.55307
       306        -17587.82806        6991.62128      -10596.20678
       307        -17587.82806        7016.04689      -10571.78118
       308        -17587.82806        7040.55181      -10547.27626
       309        -17587.82806        7065.13604      -10522.69202
       310        -17587.82806        7089.79959      -10498.02847
       311        -17587.82806        7114.54246      -10473.28561
       312        -17587.82806        7139.36464      -10448.46343
       313        -17587.82806        7164.26613      -10423.56193
       314        -17587.82806        7189.24694      -10398.58112
       315        -17587.82806        7214.30707      -10373.52100
       316        -17587.82806        7239.44650      -10348.38156
       317        -17587.82806        7264.66526      -10323.16281
       318        -17587.82806        7289.96333      -10297.86474
       319        -17587.82806        7315.34071      -10272.48735
       320        -17587.82806        7340.79741      -10247.03065
       321        -17587.82806        7366.33342      -10221.49464
       322        -17587.82806        7391.94875      -10195.87931
       323        -17587.82806        7417.64340      -10170.18467
       324        -17587.82806        7443.41735      -10144.41071
       325        -17587.82806        7469.27063      -10118.55744
       326        -17587.82806        7495.20321      -10092.62485
       327        -17587.82806        7521.21512      -10066.61295
       328        -17587.82806        7547.30633      -10040.52173
       329        -17587.82806        7573.47687      -10014.35120
       330        -17587.82806        7599.72671       -9988.10135
       331        -17587.82806        7626.05588       -9961.77219
       332        -17587.82806        7652.46435       -9935.36371
       333        -17587.82806        7678.95215       -9908.87592
       334        -17587.82806        7705.51925       -9882.30881
       335        -17587.82806        7732.16567       -9855.66239
       336        -17587.82806        7758.89141       -9828.93665
       337        -17587.82806        7785.69646       -9802.13160
       338        -17587.82806        7812.58083       -9775.24724
       339        -17587.82806        7839.54451       -9748.28355
