                               No. of Molecules =     1600
                      No. of Atoms per Molecule =        1
                                      Time Step =          1.0000
                                No. of MD Steps =      600
                            Desired Temperature =         85.0000
                                     Box Length =         42.3212
                          LJ Params: eps, sigma =          0.2381         3.4050
                                         Cutoff =         10.0000
                                           Mass =         39.9480

Temperature is set to       85.000
Step           PE              KE              TE
       426         -2207.83784        1311.33093        -896.50691
       427         -2207.83784        1315.63006        -892.20778
       428         -2207.83784        1319.93936        -887.89848
       429         -2207.83784        1324.25884        -883.57900
       430         -2207.83784        1328.58848        -879.24936
       431         -2207.83784        1332.92831        -874.90953
       432         -2207.83784        1337.27830        -870.55954
       433         -2207.83784        1341.63847        -866.19937
       434         -2207.83784        1346.00881        -861.82903
       435         -2207.83784        1350.38932        -857.44852
       436         -2207.83784        1354.78001        -853.05783
       437         -2207.83784        1359.18087        -848.65698
       438         -2207.83784        1363.59190        -844.24594
       439         -2207.83784        1368.01310        -839.82474
       440         -2207.83784        1372.44448        -835.39336
       441         -2207.83784        1376.88603        -830.95181
       442         -2207.83784        1381.33775        -826.50009
       443         -2207.83784        1385.79965        -822.03819
       444         -2207.83784        1390.27172        -817.56612
       445         -2207.83784        1394.75396        -813.08388
       446         -2207.83784        1399.24638        -808.59146
       447         -2207.83784        1403.74897        -804.08887
       448         -2207.83784        1408.26173        -799.57611
       449         -2207.83784        1412.78466        -795.05318
       450         -2207.83784        1417.31777        -790.52007
       451         -2207.83784        1421.86105        -785.97679
       452         -2207.83784        1426.41450        -781.42334
       453         -2207.83784        1430.97813        -776.85971
       454         -2207.83784        1435.55193        -772.28592
       455         -2207.83784        1440.13590        -767.70194
       456         -2207.83784        1444.73004        -763.10780
       457         -2207.83784        1449.33436        -758.50348
       458         -2207.83784        1453.94885        -753.88899
       459         -2207.83784        1458.57351        -749.26433
       460         -2207.83784        1463.20835        -744.62949
       461         -2207.83784        1467.85336        -739.98448
       462         -2207.83784        1472.50854        -735.32930
       463         -2207.83784        1477.17389        -730.66395
       464         -2207.83784        1481.84942        -725.98842
       465         -2207.83784        1486.53512        -721.30272
       466         -2207.83784        1491.23100        -716.60684
       467         -2207.83784        1495.93704        -711.90080
       468         -2207.83784        1500.65326        -707.18458
       469         -2207.83784        1505.37965        -702.45819
       470         -2207.83784        1510.11622        -697.72162
       471         -2207.83784        1514.86296        -692.97488
       472         -2207.83784        1519.61987        -688.21797
       473         -2207.83784        1524.38695        -683.45089
       474         -2207.83784        1529.16421        -678.67363
       475         -2207.83784        1533.95164        -673.88620
       476         -2207.83784        1538.74924        -669.08860
       477         -2207.83784        1543.55702        -664.28082
       478         -2207.83784        1548.37497        -659.46287
       479         -2207.83784        1553.20309        -654.63475
       480         -2207.83784        1558.04138        -649.79646
       481         -2207.83784        1562.88985        -644.94799
       482         -2207.83784        1567.74849        -640.08935
       483         -2207.83784        1572.61730        -635.22054
       484         -2207.83784        1577.49629        -630.34155
       485         -2207.83784        1582.38545        -625.45239
       486         -2207.83784        1587.28478        -620.55306
       487         -2207.83784        1592.19429        -615.64355
       488         -2207.83784        1597.11396        -610.72388
       489         -2207.83784        1602.04382        -605.79403
       490         -2207.83784        1606.98384        -600.85400
       491         -2207.83784        1611.93404        -595.90380
       492         -2207.83784        1616.89441        -590.94344
       493         -2207.83784        1621.86495        -585.97289
       494         -2207.83784        1626.84566        -580.99218
       495         -2207.83784        1631.83655        -576.00129
       496         -2207.83784        1636.83761        -571.00023
       497         -2207.83784        1641.84885        -565.98899
       498         -2207.83784        1646.87025        -560.96759
       499         -2207.83784        1651.90183        -555.93601
       500         -2207.83784        1656.94359        -550.89425
       501         -2207.83784        1661.99551        -545.84233
       502         -2207.83784        1667.05761        -540.78023
       503         -2207.83784        1672.12988        -535.70796
       504         -2207.83784        1677.21233        -530.62551
       505         -2207.83784        1682.30495        -525.53290
       506         -2207.83784        1687.40774        -520.43010
