                               No. of Molecules =     1600
                      No. of Atoms per Molecule =        1
                                      Time Step =          1.0000
                                No. of MD Steps =      600
                            Desired Temperature =         85.0000
                                     Box Length =         42.3212
                          LJ Params: eps, sigma =          0.2381         3.4050
                                         Cutoff =         10.0000
                                           Mass =         39.9480

Temperature is set to       85.000
Step           PE              KE              TE
       196         -2048.65205         321.66262       -1726.98942
       197         -2048.54327         321.58606       -1726.95721
       198         -2048.44806         321.51480       -1726.93326
       199         -2048.36768         321.44873       -1726.91895
       200         -2048.29011         321.38776       -1726.90235
       201         -2048.20476         321.33179       -1726.87297
       202         -2048.14848         321.28072       -1726.86776
       203         -2048.09884         321.23446       -1726.86438
       204         -2048.06159         321.19291       -1726.86868
       205         -2048.05431         321.15598       -1726.89833
       206         -2048.04864         321.12355       -1726.92509
       207         -2048.03105         321.09555       -1726.93550
       208         -2048.02359         321.07187       -1726.95172
       209         -2048.04382         321.05240       -1726.99142
       210         -2048.05449         321.03705       -1727.01744
       211         -2048.07910         321.02571       -1727.05339
       212         -2048.11302         321.01829       -1727.09472
       213         -2048.15160         321.01469       -1727.13691
       214         -2048.19315         321.01480       -1727.17835
       215         -2048.24046         321.01854       -1727.22192
       216         -2048.31850         321.02580       -1727.29271
       217         -2048.39300         321.03647       -1727.35653
       218         -2048.47114         321.05046       -1727.42068
       219         -2048.54681         321.06766       -1727.47915
       220         -2048.64500         321.08799       -1727.55701
       221         -2048.74478         321.11134       -1727.63343
       222         -2048.84149         321.13762       -1727.70387
       223         -2048.93050         321.16672       -1727.76378
       224         -2049.04273         321.19855       -1727.84418
       225         -2049.14982         321.23301       -1727.91682
       226         -2049.26491         321.26999       -1727.99492
       227         -2049.38631         321.30940       -1728.07691
       228         -2049.51829         321.35115       -1728.16714
       229         -2049.67546         321.39514       -1728.28033
       230         -2049.81319         321.44126       -1728.37193
       231         -2049.95644         321.48942       -1728.46702
       232         -2050.11095         321.53951       -1728.57144
       233         -2050.27209         321.59146       -1728.68064
       234         -2050.42188         321.64514       -1728.77674
       235         -2050.58232         321.70045       -1728.88187
       236         -2050.75174         321.75731       -1728.99443
       237         -2050.90920         321.81561       -1729.09359
       238         -2051.06786         321.87526       -1729.19259
       239         -2051.23936         321.93617       -1729.30319
       240         -2051.40870         321.99823       -1729.41047
       241         -2051.58459         322.06135       -1729.52324
       242         -2051.74904         322.12543       -1729.62361
       243         -2051.92853         322.19038       -1729.73814
       244         -2052.11547         322.25611       -1729.85935
       245         -2052.30077         322.32251       -1729.97826
       246         -2052.46497         322.38949       -1730.07548
       247         -2052.63750         322.45694       -1730.18055
       248         -2052.83152         322.52478       -1730.30674
       249         -2053.01127         322.59291       -1730.41836
       250         -2053.19880         322.66124       -1730.53756
       251         -2053.39985         322.72968       -1730.67017
       252         -2053.58606         322.79811       -1730.78795
       253         -2053.77650         322.86645       -1730.91005
       254         -2053.96802         322.93460       -1731.03342
       255         -2054.14561         323.00247       -1731.14314
       256         -2054.32836         323.06997       -1731.25839
       257         -2054.52350         323.13702       -1731.38648
       258         -2054.68938         323.20352       -1731.48586
       259         -2054.87770         323.26941       -1731.60829
       260         -2055.05864         323.33458       -1731.72406
       261         -2055.22607         323.39894       -1731.82713
       262         -2055.39169         323.46241       -1731.92928
       263         -2055.57606         323.52489       -1732.05117
       264         -2055.73455         323.58630       -1732.14825
       265         -2055.90555         323.64657       -1732.25898
       266         -2056.06813         323.70561       -1732.36252
       267         -2056.22955         323.76335       -1732.46621
       268         -2056.39409         323.81968       -1732.57440
       269         -2056.55713         323.87455       -1732.68258
       270         -2056.70670         323.92789       -1732.77881
       271         -2056.83821         323.97961       -1732.85860
       272         -2056.99003         324.02965       -1732.96038
       273         -2057.13089         324.07793       -1733.05297
       274         -2057.27104         324.12438       -1733.14666
       275         -2057.40145         324.16893       -1733.23252
       276         -2057.52049         324.21153       -1733.30897
       277         -2057.65768         324.25209       -1733.40559
       278         -2057.76842         324.29055       -1733.47787
       279         -2057.88222         324.32686       -1733.55537
       280         -2057.98860         324.36094       -1733.62766
       281         -2058.07856         324.39275       -1733.68580
       282         -2058.17272         324.42224       -1733.75048
       283         -2058.26949         324.44934       -1733.82015
       284         -2058.37028         324.47401       -1733.89626
       285         -2058.46161         324.49619       -1733.96542
       286         -2058.54194         324.51584       -1734.02610
       287         -2058.63781         324.53290       -1734.10491
       288         -2058.71656         324.54734       -1734.16922
       289         -2058.78995         324.55911       -1734.23084
       290         -2058.84606         324.56818       -1734.27788
       291         -2058.91443         324.57450       -1734.33993
       292         -2058.97871         324.57805       -1734.40066
       293         -2059.03289         324.57878       -1734.45411
       294         -2059.07689         324.57664       -1734.50025
       295         -2059.11507         324.57160       -1734.54347
       296         -2059.13849         324.56364       -1734.57485
       297         -2059.16785         324.55273       -1734.61512
       298         -2059.18234         324.53884       -1734.64349
       299         -2059.18634         324.52194       -1734.66441
       300         -2059.18576         324.50201       -1734.68375
       301         -2059.18201         324.47902       -1734.70299
       302         -2059.17064         324.45298       -1734.71767
       303         -2059.16197         324.42384       -1734.73814
       304         -2059.13374         324.39159       -1734.74215
       305         -2059.12446         324.35624       -1734.76822
       306         -2059.10001         324.31774       -1734.78226
       307         -2059.05000         324.27611       -1734.77388
       308         -2059.00554         324.23134       -1734.77421
       309         -2058.96513         324.18341       -1734.78173
       310         -2058.90063         324.13233       -1734.76831
       311         -2058.81797         324.07809       -1734.73988
       312         -2058.74083         324.02070       -1734.72013
       313         -2058.66626         323.96013       -1734.70612
       314         -2058.58534         323.89641       -1734.68893
       315         -2058.50257         323.82955       -1734.67302
       316         -2058.40612         323.75955       -1734.64657
       317         -2058.31081         323.68642       -1734.62439
       318         -2058.20184         323.61016       -1734.59168
       319         -2058.08368         323.53078       -1734.55290
       320         -2057.96970         323.44832       -1734.52138
       321         -2057.83033         323.36280       -1734.46753
       322         -2057.68043         323.27423       -1734.40619
       323         -2057.53189         323.18266       -1734.34924
       324         -2057.38776         323.08808       -1734.29968
       325         -2057.22731         322.99053       -1734.23678
       326         -2057.07877         322.89005       -1734.18871
       327         -2056.90812         322.78667       -1734.12146
       328         -2056.74360         322.68042       -1734.06318
       329         -2056.57788         322.57134       -1734.00654
       330         -2056.42438         322.45949       -1733.96488
       331         -2056.24911         322.34491       -1733.90420
       332         -2056.05366         322.22763       -1733.82603
       333         -2055.84552         322.10772       -1733.73780
       334         -2055.65445         321.98523       -1733.66922
       335         -2055.45390         321.86022       -1733.59367
       336         -2055.24102         321.73275       -1733.50827
       337         -2055.01889         321.60288       -1733.41601
       338         -2054.80840         321.47067       -1733.33773
       339         -2054.58154         321.33622       -1733.24532
       340         -2054.37255         321.19958       -1733.17298
       341         -2054.13712         321.06083       -1733.07629
       342         -2053.90504         320.92004       -1732.98500
       343         -2053.65719         320.77731       -1732.87988
       344         -2053.41600         320.63271       -1732.78329
       345         -2053.16530         320.48632       -1732.67898
       346         -2052.90825         320.33823       -1732.57002
       347         -2052.65688         320.18855       -1732.46833
       348         -2052.40102         320.03735       -1732.36367
       349         -2052.14085         319.88473       -1732.25612
       350         -2051.88696         319.73081       -1732.15614
       351         -2051.61288         319.57569       -1732.03719
       352         -2051.35140         319.41946       -1731.93194
       353         -2051.08645         319.26223       -1731.82423
       354         -2050.81527         319.10410       -1731.71117
       355         -2050.54698         318.94521       -1731.60177
       356         -2050.26700         318.78564       -1731.48136
       357         -2049.99629         318.62553       -1731.37076
       358         -2049.73212         318.46499       -1731.26713
       359         -2049.44658         318.30413       -1731.14245
       360         -2049.16808         318.14308       -1731.02499
       361         -2048.89238         317.98196       -1730.91041
       362         -2048.61379         317.82087       -1730.79292
       363         -2048.32514         317.65993       -1730.66521
       364         -2048.05037         317.49926       -1730.55111
       365         -2047.78529         317.33900       -1730.44629
       366         -2047.51090         317.17927       -1730.33163
       367         -2047.23333         317.02017       -1730.21316
       368         -2046.96471         316.86183       -1730.10288
       369         -2046.68303         316.70438       -1729.97865
       370         -2046.42558         316.54793       -1729.87765
       371         -2046.15557         316.39262       -1729.76295
       372         -2045.89398         316.23855       -1729.65543
       373         -2045.64104         316.08584       -1729.55520
       374         -2045.39106         315.93461       -1729.45645
       375         -2045.13983         315.78498       -1729.35484
       376         -2044.89644         315.63705       -1729.25939
       377         -2044.64336         315.49094       -1729.15242
       378         -2044.40005         315.34676       -1729.05329
       379         -2044.15636         315.20460       -1728.95176
       380         -2043.92136         315.06457       -1728.85680
       381         -2043.70416         314.92676       -1728.77740
       382         -2043.47680         314.79130       -1728.68550
       383         -2043.27058         314.65824       -1728.61234
       384         -2043.06789         314.52769       -1728.54020
       385         -2042.85114         314.39975       -1728.45139
       386         -2042.65309         314.27449       -1728.37860
       387         -2042.43983         314.15200       -1728.28783
       388         -2042.24411         314.03235       -1728.21176
       389         -2042.06162         313.91560       -1728.14602
       390         -2041.89544         313.80183       -1728.09361
       391         -2041.70866         313.69108       -1728.01758
       392         -2041.54880         313.58343       -1727.96538
       393         -2041.39228         313.47892       -1727.91335
       394         -2041.24364         313.37762       -1727.86602
       395         -2041.08223         313.27956       -1727.80267
       396         -2040.93632         313.18481       -1727.75150
       397         -2040.79262         313.09339       -1727.69923
       398         -2040.65270         313.00534       -1727.64736
       399         -2040.52845         312.92068       -1727.60777
       400         -2040.40363         312.83943       -1727.56420
       401         -2040.29605         312.76162       -1727.53443
       402         -2040.18351         312.68726       -1727.49626
       403         -2040.10902         312.61635       -1727.49266
       404         -2040.00441         312.54892       -1727.45549
       405         -2039.91416         312.48495       -1727.42921
       406         -2039.84417         312.42445       -1727.41973
       407         -2039.76629         312.36740       -1727.39889
       408         -2039.71456         312.31380       -1727.40076
       409         -2039.66524         312.26363       -1727.40161
       410         -2039.62421         312.21686       -1727.40735
       411         -2039.58997         312.17349       -1727.41648
       412         -2039.55506         312.13349       -1727.42157
       413         -2039.53866         312.09681       -1727.44184
       414         -2039.51256         312.06344       -1727.44912
       415         -2039.50632         312.03333       -1727.47299
       416         -2039.48875         312.00645       -1727.48231
       417         -2039.47903         311.98274       -1727.49629
       418         -2039.48740         311.96216       -1727.52525
       419         -2039.50933         311.94465       -1727.56469
       420         -2039.51804         311.93016       -1727.58788
       421         -2039.55047         311.91864       -1727.63183
       422         -2039.56056         311.91004       -1727.65053
       423         -2039.60451         311.90428       -1727.70023
       424         -2039.63920         311.90130       -1727.73790
       425         -2039.66452         311.90105       -1727.76346
       426         -2039.72182         311.90346       -1727.81836
       427         -2039.77983         311.90845       -1727.87139
       428         -2039.84287         311.91594       -1727.92693
       429         -2039.89299         311.92587       -1727.96711
       430         -2039.96709         311.93817       -1728.02892
       431         -2040.04726         311.95277       -1728.09449
       432         -2040.12003         311.96960       -1728.15043
       433         -2040.19711         311.98858       -1728.20853
       434         -2040.28128         312.00963       -1728.27165
       435         -2040.37387         312.03267       -1728.34120
       436         -2040.46140         312.05763       -1728.40377
       437         -2040.56594         312.08443       -1728.48151
       438         -2040.66511         312.11300       -1728.55211
       439         -2040.76763         312.14324       -1728.62439
       440         -2040.86743         312.17509       -1728.69234
       441         -2040.97916         312.20847       -1728.77069
       442         -2041.09972         312.24331       -1728.85641
       443         -2041.21860         312.27954       -1728.93906
       444         -2041.34451         312.31706       -1729.02745
       445         -2041.46100         312.35580       -1729.10520
       446         -2041.60348         312.39570       -1729.20778
       447         -2041.73032         312.43667       -1729.29365
       448         -2041.85618         312.47864       -1729.37754
       449         -2042.00165         312.52153       -1729.48013
       450         -2042.13697         312.56528       -1729.57170
       451         -2042.26199         312.60981       -1729.65218
       452         -2042.40326         312.65507       -1729.74819
       453         -2042.54728         312.70097       -1729.84631
       454         -2042.69540         312.74744       -1729.94796
       455         -2042.82972         312.79443       -1730.03529
       456         -2042.96639         312.84186       -1730.12452
       457         -2043.12453         312.88967       -1730.23487
       458         -2043.28181         312.93779       -1730.34402
       459         -2043.41586         312.98616       -1730.42969
       460         -2043.56954         313.03473       -1730.53481
       461         -2043.71309         313.08341       -1730.62967
       462         -2043.85971         313.13217       -1730.72754
       463         -2043.99152         313.18093       -1730.81058
       464         -2044.13063         313.22966       -1730.90097
       465         -2044.27395         313.27827       -1730.99568
       466         -2044.41991         313.32673       -1731.09318
       467         -2044.56098         313.37497       -1731.18601
       468         -2044.69111         313.42294       -1731.26817
       469         -2044.83096         313.47059       -1731.36037
       470         -2044.98634         313.51786       -1731.46848
       471         -2045.12456         313.56472       -1731.55984
       472         -2045.24404         313.61110       -1731.63294
       473         -2045.38469         313.65696       -1731.72773
       474         -2045.52862         313.70225       -1731.82637
       475         -2045.67279         313.74692       -1731.92587
       476         -2045.79336         313.79090       -1732.00245
       477         -2045.91544         313.83418       -1732.08126
       478         -2046.03452         313.87670       -1732.15782
       479         -2046.16085         313.91840       -1732.24245
       480         -2046.28251         313.95927       -1732.32325
       481         -2046.41127         313.99923       -1732.41204
       482         -2046.52923         314.03826       -1732.49098
       483         -2046.65855         314.07629       -1732.58226
       484         -2046.78135         314.11330       -1732.66805
       485         -2046.90201         314.14924       -1732.75276
       486         -2047.01599         314.18408       -1732.83192
       487         -2047.12767         314.21776       -1732.90991
       488         -2047.23400         314.25026       -1732.98374
       489         -2047.34823         314.28153       -1733.06671
       490         -2047.45548         314.31152       -1733.14396
       491         -2047.55270         314.34022       -1733.21248
       492         -2047.65168         314.36758       -1733.28410
       493         -2047.74938         314.39356       -1733.35582
       494         -2047.84128         314.41812       -1733.42316
       495         -2047.92436         314.44125       -1733.48311
       496         -2047.99855         314.46289       -1733.53565
       497         -2048.08600         314.48302       -1733.60298
       498         -2048.16888         314.50160       -1733.66728
       499         -2048.26194         314.51861       -1733.74333
       500         -2048.33251         314.53401       -1733.79850
       501         -2048.41315         314.54777       -1733.86538
       502         -2048.47712         314.55987       -1733.91725
       503         -2048.55844         314.57027       -1733.98817
       504         -2048.62595         314.57895       -1734.04700
       505         -2048.68699         314.58588       -1734.10111
       506         -2048.74449         314.59104       -1734.15345
       507         -2048.78360         314.59441       -1734.18919
       508         -2048.83390         314.59597       -1734.23793
       509         -2048.87609         314.59569       -1734.28040
       510         -2048.90569         314.59356       -1734.31213
       511         -2048.94785         314.58956       -1734.35828
       512         -2048.99365         314.58368       -1734.40997
       513         -2049.03417         314.57590       -1734.45828
       514         -2049.05014         314.56621       -1734.48393
       515         -2049.06526         314.55461       -1734.51065
       516         -2049.08839         314.54108       -1734.54730
       517         -2049.10025         314.52563       -1734.57461
       518         -2049.11120         314.50823       -1734.60296
       519         -2049.10345         314.48890       -1734.61455
       520         -2049.10517         314.46763       -1734.63755
       521         -2049.09710         314.44442       -1734.65269
       522         -2049.10443         314.41927       -1734.68516
       523         -2049.09308         314.39219       -1734.70089
       524         -2049.07198         314.36319       -1734.70878
       525         -2049.05744         314.33230       -1734.72515
       526         -2049.02726         314.29949       -1734.72777
       527         -2049.00368         314.26480       -1734.73888
       528         -2048.98823         314.22824       -1734.75999
       529         -2048.95575         314.18984       -1734.76591
       530         -2048.91370         314.14960       -1734.76410
       531         -2048.87692         314.10756       -1734.76937
       532         -2048.83659         314.06373       -1734.77286
       533         -2048.80165         314.01815       -1734.78350
       534         -2048.74548         313.97084       -1734.77464
       535         -2048.68887         313.92182       -1734.76704
       536         -2048.62894         313.87114       -1734.75780
       537         -2048.56871         313.81882       -1734.74988
       538         -2048.50677         313.76491       -1734.74186
       539         -2048.43283         313.70943       -1734.72340
       540         -2048.36622         313.65243       -1734.71379
       541         -2048.27888         313.59395       -1734.68493
       542         -2048.19312         313.53404       -1734.65908
       543         -2048.11645         313.47273       -1734.64372
       544         -2048.04004         313.41006       -1734.62997
       545         -2047.95062         313.34608       -1734.60455
       546         -2047.84831         313.28082       -1734.56750
       547         -2047.75690         313.21434       -1734.54257
       548         -2047.66761         313.14669       -1734.52092
       549         -2047.57313         313.07793       -1734.49521
       550         -2047.46466         313.00809       -1734.45658
       551         -2047.36305         312.93722       -1734.42583
       552         -2047.27136         312.86539       -1734.40597
       553         -2047.16303         312.79264       -1734.37040
       554         -2047.05001         312.71901       -1734.33100
       555         -2046.94278         312.64457       -1734.29821
       556         -2046.83401         312.56936       -1734.26465
       557         -2046.73569         312.49343       -1734.24226
       558         -2046.63753         312.41683       -1734.22070
       559         -2046.51742         312.33963       -1734.17779
       560         -2046.40806         312.26187       -1734.14618
       561         -2046.29919         312.18361       -1734.11558
       562         -2046.18648         312.10490       -1734.08157
       563         -2046.08040         312.02580       -1734.05460
       564         -2045.97363         311.94634       -1734.02729
       565         -2045.86478         311.86658       -1733.99820
       566         -2045.74658         311.78658       -1733.96000
       567         -2045.63836         311.70637       -1733.93199
       568         -2045.53430         311.62601       -1733.90829
       569         -2045.41225         311.54554       -1733.86671
       570         -2045.30343         311.46502       -1733.83841
       571         -2045.19460         311.38448       -1733.81013
       572         -2045.08140         311.30397       -1733.77743
       573         -2044.96540         311.22353       -1733.74187
       574         -2044.84668         311.14321       -1733.70346
       575         -2044.74606         311.06304       -1733.68303
       576         -2044.62656         310.98304       -1733.64352
       577         -2044.51641         310.90326       -1733.61314
       578         -2044.39344         310.82374       -1733.56970
       579         -2044.28737         310.74450       -1733.54286
       580         -2044.17008         310.66558       -1733.50450
       581         -2044.05053         310.58700       -1733.46353
       582         -2043.95102         310.50879       -1733.44223
       583         -2043.84788         310.43098       -1733.41690
       584         -2043.73968         310.35360       -1733.38608
       585         -2043.62793         310.27665       -1733.35128
       586         -2043.52159         310.20018       -1733.32141
       587         -2043.40588         310.12421       -1733.28168
       588         -2043.29565         310.04873       -1733.24692
       589         -2043.17761         309.97379       -1733.20382
       590         -2043.07845         309.89939       -1733.17906
       591         -2042.96707         309.82553       -1733.14154
       592         -2042.87016         309.75223       -1733.11793
       593         -2042.76405         309.67951       -1733.08453
       594         -2042.66505         309.60738       -1733.05767
       595         -2042.57020         309.53582       -1733.03438
       596         -2042.46915         309.46486       -1733.00428
       597         -2042.37078         309.39450       -1732.97629
       598         -2042.27364         309.32473       -1732.94891
       599         -2042.18515         309.25557       -1732.92957
       600         -2042.09492         309.18702       -1732.90789
Total MD runtime (sec):         2.09
